week,region,country,betaMean,betaStd
2018-06-04/2018-06-10,Middle East,Saudi Arabia,-1.1760388497542325,0.09169060240877205
2018-06-04/2018-06-10,Middle East,Syria,1.8374319446114236,0.052161937218955436
2018-06-04/2018-06-10,Middle East,Turkey,0.5947146553066737,0.061425155590634634
2018-06-04/2018-06-10,Middle East,Yemen,1.2600846407702373,0.11900047507191479
2018-06-11/2018-06-17,Middle East,Bahrain,-0.19105631927249714,0.07801147832964411
2018-06-11/2018-06-17,Middle East,Iran,0.1401267618763443,0.07546704131644341
2018-06-11/2018-06-17,Middle East,Iraq,0.7205107355101861,0.0656290860134636
2018-06-11/2018-06-17,Middle East,Israel,-0.8427504014724847,0.09055494924925435
2018-06-11/2018-06-17,Middle East,Jordan,-2.2424871376483027,0.14160256256845988
2018-06-11/2018-06-17,Middle East,Kuwait,-0.03736251906819306,0.25170452685385275
2018-06-11/2018-06-17,Middle East,Lebanon,-1.8604703971530017,0.12750809906506325
2018-06-11/2018-06-17,Middle East,Palestine,0.5502089971630703,0.0661137759611787
2018-06-11/2018-06-17,Middle East,Qatar,-0.020599396674334115,0.2635543066555393
2018-06-11/2018-06-17,Middle East,Saudi Arabia,-0.5090521811533749,0.08216766279547125
2018-06-11/2018-06-17,Middle East,Syria,2.045337999308346,0.05814151709088261
2018-06-11/2018-06-17,Middle East,Turkey,0.550050057552882,0.06835726220756691
2018-06-11/2018-06-17,Middle East,Yemen,1.697543801031366,0.13262363864554796
2018-06-18/2018-06-24,Middle East,Bahrain,-0.49772082664141737,0.0862942293859386
2018-06-18/2018-06-24,Middle East,Iran,0.31856747812595776,0.07001637332373545
2018-06-18/2018-06-24,Middle East,Iraq,0.1945285152269429,0.07114186355670936
2018-06-18/2018-06-24,Middle East,Israel,-0.9134546371019341,0.0963924816704838
2018-06-18/2018-06-24,Middle East,Jordan,-1.7136643358597143,0.12636093228605208
2018-06-18/2018-06-24,Middle East,Kuwait,0.08568777476440383,0.25487373323647816
2018-06-18/2018-06-24,Middle East,Lebanon,-1.863750045746106,0.12968470213947583
2018-06-18/2018-06-24,Middle East,Palestine,1.0161133866611987,0.06255769625685216
2018-06-18/2018-06-24,Middle East,Qatar,0.06250959844685268,0.24763980525606585
2018-06-18/2018-06-24,Middle East,Saudi Arabia,-1.0445641206688911,0.099906640037062
2018-06-18/2018-06-24,Middle East,Syria,2.159566494723398,0.0577933542772598
2018-06-18/2018-06-24,Middle East,Turkey,0.4386836509502927,0.07122724743593364
2018-06-18/2018-06-24,Middle East,Yemen,1.7574970671190164,0.12866962812053492
